Year BS,Year AD,District,zone,belt,region,Gynecological problems,No of people,Zone,Belt,Region
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Disfunctional uterine bleeding,15,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Leukerrhoea (Veginal discharge syndrom,51,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Mastitis (Ingorged breast),7,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Menstrual disorder,41,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Pelvic Inflamatory Disease (PID),122,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Prolapsed uterus,4,Dhawalagiri,Mountain,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Breast lumps / Breast Abscess,178,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Disfunctional uterine bleeding,155,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Leukerrhoea (Veginal discharge syndrom,717,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Mastitis (Ingorged breast),115,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Menstrual disorder,748,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Pelvic Inflamatory Disease (PID),674,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Prolapsed uterus,87,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Breast lumps / Breast Abscess,164,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Disfunctional uterine bleeding,171,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Leukerrhoea (Veginal discharge syndrom,419,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Mastitis (Ingorged breast),102,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Menstrual disorder,603,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Pelvic Inflamatory Disease (PID),438,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Prolapsed uterus,88,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Breast lumps / Breast Abscess,169,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Disfunctional uterine bleeding,190,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Leukerrhoea (Veginal discharge syndrom,375,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Mastitis (Ingorged breast),95,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Menstrual disorder,747,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Pelvic Inflamatory Disease (PID),502,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Prolapsed uterus,83,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Breast lumps / Breast Abscess,105,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Disfunctional uterine bleeding,163,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Leukerrhoea (Veginal discharge syndrom,433,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Mastitis (Ingorged breast),86,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Menstrual disorder,713,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Pelvic Inflamatory Disease (PID),498,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Prolapsed uterus,35,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Breast lumps / Breast Abscess,88,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Disfunctional uterine bleeding,152,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Leukerrhoea (Veginal discharge syndrom,416,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Mastitis (Ingorged breast),110,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Menstrual disorder,529,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Pelvic Inflamatory Disease (PID),607,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Prolapsed uterus,100,Dhawalagiri,Hill,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,364,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Disfunctional uterine bleeding,816,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,3358,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Mastitis (Ingorged breast),101,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Menstrual disorder,1670,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),1573,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Prolapsed uterus,218,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,317,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Disfunctional uterine bleeding,672,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,3388,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Mastitis (Ingorged breast),81,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Menstrual disorder,1296,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),1523,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Prolapsed uterus,251,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,311,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Disfunctional uterine bleeding,707,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,3752,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Mastitis (Ingorged breast),95,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Menstrual disorder,1332,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),1753,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Prolapsed uterus,134,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,212,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Disfunctional uterine bleeding,662,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,3878,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Mastitis (Ingorged breast),82,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Menstrual disorder,1585,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),1778,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Prolapsed uterus,124,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,191,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Disfunctional uterine bleeding,614,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,3775,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Mastitis (Ingorged breast),78,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Menstrual disorder,1634,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),1736,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Prolapsed uterus,76,Lumbini,Terai,Western
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Breast lumps / Breast Abscess,176,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Disfunctional uterine bleeding,296,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,631,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Mastitis (Ingorged breast),44,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Menstrual disorder,444,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),1053,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Prolapsed uterus,340,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Breast lumps / Breast Abscess,224,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Disfunctional uterine bleeding,383,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,743,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Mastitis (Ingorged breast),72,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Menstrual disorder,560,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),947,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Prolapsed uterus,196,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Breast lumps / Breast Abscess,158,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Disfunctional uterine bleeding,274,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,548,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Mastitis (Ingorged breast),72,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Menstrual disorder,368,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),996,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Prolapsed uterus,205,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Breast lumps / Breast Abscess,183,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Disfunctional uterine bleeding,341,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,804,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Mastitis (Ingorged breast),100,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Menstrual disorder,495,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),1139,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Prolapsed uterus,451,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Breast lumps / Breast Abscess,215,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Disfunctional uterine bleeding,379,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Leukerrhoea (Veginal discharge syndrom,1008,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Mastitis (Ingorged breast),76,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Menstrual disorder,544,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Pelvic Inflamatory Disease (PID),1466,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Prolapsed uterus,351,Bagmati,Hill,Central
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Breast lumps / Breast Abscess,150,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Disfunctional uterine bleeding,167,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,242,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Mastitis (Ingorged breast),54,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Menstrual disorder,735,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Pelvic Inflamatory Disease (PID),537,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Prolapsed uterus,372,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Breast lumps / Breast Abscess,118,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Disfunctional uterine bleeding,172,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,181,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Mastitis (Ingorged breast),52,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Menstrual disorder,513,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Pelvic Inflamatory Disease (PID),507,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Prolapsed uterus,188,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Breast lumps / Breast Abscess,164,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Disfunctional uterine bleeding,194,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,154,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Mastitis (Ingorged breast),31,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Menstrual disorder,396,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Pelvic Inflamatory Disease (PID),583,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Prolapsed uterus,97,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Breast lumps / Breast Abscess,124,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Disfunctional uterine bleeding,243,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,155,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Mastitis (Ingorged breast),28,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Menstrual disorder,662,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Pelvic Inflamatory Disease (PID),745,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Prolapsed uterus,152,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Breast lumps / Breast Abscess,151,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Disfunctional uterine bleeding,153,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,227,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Mastitis (Ingorged breast),40,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Menstrual disorder,578,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Pelvic Inflamatory Disease (PID),829,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Prolapsed uterus,143,Sagarmatha,Hill,Eastern
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Breast lumps / Breast Abscess,341,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Disfunctional uterine bleeding,679,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Leukerrhoea (Veginal discharge syndrom,1504,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Mastitis (Ingorged breast),101,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Menstrual disorder,1226,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Pelvic Inflamatory Disease (PID),3613,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Prolapsed uterus,951,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Breast lumps / Breast Abscess,419,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Disfunctional uterine bleeding,680,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Leukerrhoea (Veginal discharge syndrom,1502,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Mastitis (Ingorged breast),101,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Menstrual disorder,1458,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Pelvic Inflamatory Disease (PID),3526,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Prolapsed uterus,956,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Breast lumps / Breast Abscess,411,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Disfunctional uterine bleeding,783,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Leukerrhoea (Veginal discharge syndrom,1470,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Mastitis (Ingorged breast),263,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Menstrual disorder,1322,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Pelvic Inflamatory Disease (PID),3742,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Prolapsed uterus,825,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Breast lumps / Breast Abscess,349,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Disfunctional uterine bleeding,771,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Leukerrhoea (Veginal discharge syndrom,1514,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Mastitis (Ingorged breast),194,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Menstrual disorder,979,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Pelvic Inflamatory Disease (PID),3776,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Prolapsed uterus,494,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Breast lumps / Breast Abscess,339,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Disfunctional uterine bleeding,951,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Leukerrhoea (Veginal discharge syndrom,1971,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Mastitis (Ingorged breast),121,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Menstrual disorder,1404,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Pelvic Inflamatory Disease (PID),4083,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Prolapsed uterus,762,Lumbini,Hill,Western
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,141,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Disfunctional uterine bleeding,242,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,110,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Mastitis (Ingorged breast),31,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Menstrual disorder,276,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),527,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Prolapsed uterus,133,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,103,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Disfunctional uterine bleeding,236,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,119,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Mastitis (Ingorged breast),26,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Menstrual disorder,231,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),456,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Prolapsed uterus,108,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,136,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Disfunctional uterine bleeding,246,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,111,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Mastitis (Ingorged breast),32,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Menstrual disorder,282,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),502,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Prolapsed uterus,102,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,101,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Disfunctional uterine bleeding,231,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,108,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Mastitis (Ingorged breast),57,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Menstrual disorder,379,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),507,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Prolapsed uterus,99,Mechi,Hill,Eastern
