District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Sub-Indicator,Sub-Indicator,Value
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Others,,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HIV,Total,418
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HIV,+Ve,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HCV,Total,2
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HBsAg,Total,377
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HEV,Total,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,Others,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HIV,Total,1135
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HIV,+Ve,2
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HCV,Total,11
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HCV,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Western Bloot,Total,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HBsAg,Total,1488
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HBsAg,+Ve,2
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HEV,Total,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,HEV,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,CD4 count,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Viral Load,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Others,,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HIV,Total,923
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HIV,+Ve,3
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HCV,Total,344
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HBsAg,Total,974
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,1
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HEV,Total,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Others,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HIV,Total,626
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HIV,+Ve,2
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HCV,Total,380
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HCV,+Ve,78
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Western Bloot,Total,49
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HBsAg,Total,501
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HBsAg,+Ve,20
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HEV,Total,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,HEV,+Ve,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,CD4 count,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Viral Load,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Others,,177
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HIV,Total,1588
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HIV,+Ve,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HCV,Total,311
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HBsAg,Total,1706
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HEV,Total,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Others,,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HIV,Total,624
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HIV,+Ve,1
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HCV,Total,388
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HBsAg,Total,624
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HEV,Total,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Others,,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HIV,Total,523
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HIV,+Ve,5
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HCV,Total,206
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HBsAg,Total,665
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,4
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HEV,Total,2
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Others,,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HIV,Total,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HIV,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HCV,Total,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HCV,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Western Bloot,Total,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HBsAg,Total,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HBsAg,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HEV,Total,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,HEV,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,CD4 count,,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Viral Load,,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Others,,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HIV,Total,3690
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HIV,+Ve,9
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HCV,Total,2165
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HCV,+Ve,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Western Bloot,Total,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HBsAg,Total,3852
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HBsAg,+Ve,12
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HEV,Total,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,HEV,+Ve,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,CD4 count,,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Viral Load,,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Others,,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HIV,Total,3346
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HIV,+Ve,26
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HCV,Total,96
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HCV,+Ve,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Western Bloot,Total,20
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HBsAg,Total,2978
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HBsAg,+Ve,17
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HEV,Total,120
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,HEV,+Ve,3
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,CD4 count,,31
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Viral Load,,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Others,,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HIV,Total,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HIV,+Ve,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HCV,Total,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HCV,+Ve,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Western Bloot,Total,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HBsAg,Total,131
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HBsAg,+Ve,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HEV,Total,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,HEV,+Ve,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,CD4 count,,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Viral Load,,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Others,,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HIV,Total,397
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HIV,+Ve,4
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HCV,Total,71
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HCV,+Ve,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Western Bloot,Total,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HBsAg,Total,423
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HBsAg,+Ve,24
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HEV,Total,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,HEV,+Ve,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,CD4 count,,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Viral Load,,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Others,,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HIV,Total,155
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HIV,+Ve,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HCV,Total,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HCV,+Ve,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Western Bloot,Total,92
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HBsAg,Total,185
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HBsAg,+Ve,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HEV,Total,20
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,CD4 count,,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Viral Load,,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Others,,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HIV,Total,512
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HIV,+Ve,5
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HCV,Total,52
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HCV,+Ve,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Western Bloot,Total,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HBsAg,Total,227
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HBsAg,+Ve,6
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HEV,Total,3
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,CD4 count,,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Viral Load,,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Others,,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HIV,Total,714
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HIV,+Ve,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HCV,Total,362
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HCV,+Ve,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Western Bloot,Total,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Western Bloot,+Ve,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HBsAg,Total,695
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HBsAg,+Ve,3
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HEV,Total,2
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,HEV,+Ve,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,CD4 count,,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Viral Load,,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Others,,4
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HIV,Total,434
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HIV,+Ve,5
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HCV,Total,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HCV,+Ve,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,Western Bloot,Total,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,Western Bloot,+Ve,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HBsAg,Total,272
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HBsAg,+Ve,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HEV,Total,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,HEV,+Ve,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,CD4 count,,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,Viral Load,,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,Others,,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HIV,Total,3081
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HIV,+Ve,2
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HCV,Total,426
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HCV,+Ve,1
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,Total,2
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,Total,4406
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,+Ve,6
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HEV,Total,1
Kavre,Bagmati,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,CD4 count,,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Viral Load,,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Others,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HIV,Total,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HIV,+Ve,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HCV,Total,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HCV,+Ve,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,Total,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,Total,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,+Ve,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HEV,Total,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,CD4 count,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Viral Load,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Others,,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HIV,Total,3633
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HIV,+Ve,13
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HCV,Total,504
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HCV,+Ve,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,Total,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,Total,1563
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,+Ve,2
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HEV,Total,1
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,CD4 count,,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Viral Load,,6
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Others,,0
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HIV,Total,255223
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HIV,+Ve,1736
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HCV,Total,230037
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HCV,+Ve,973
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,Total,13924
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,28
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,Total,270884
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,+Ve,1419
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HEV,Total,13538
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,HEV,+Ve,55
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,CD4 count,,621
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Viral Load,,76
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Others,,494
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HIV,Total,2160
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HIV,+Ve,9
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HCV,Total,37
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HCV,+Ve,5
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,Total,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,Total,1649
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,+Ve,2
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HEV,Total,27
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,CD4 count,,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Viral Load,,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Others,,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HIV,Total,110
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HIV,+Ve,1
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HCV,Total,8
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HCV,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Western Bloot,Total,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Western Bloot,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HBsAg,Total,80
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HBsAg,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HEV,Total,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,HEV,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,CD4 count,,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Viral Load,,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Others,,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HIV,Total,1509
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HIV,+Ve,14
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HCV,Total,184
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HCV,+Ve,1
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,Total,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,Total,1343
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HBsAg,+Ve,13
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HEV,Total,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,CD4 count,,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Viral Load,,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Others,,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HIV,Total,1220
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HIV,+Ve,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HCV,Total,163
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HCV,+Ve,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,Western Bloot,Total,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,Western Bloot,+Ve,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HBsAg,Total,1085
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HBsAg,+Ve,225
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HEV,Total,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,HEV,+Ve,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,CD4 count,,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,Viral Load,,0
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,Others,,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HIV,Total,149
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HIV,+Ve,12
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HCV,Total,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HCV,+Ve,6
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,Total,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HBsAg,Total,14
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HBsAg,+Ve,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HEV,Total,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,HEV,+Ve,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CD4 count,,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Viral Load,,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Others,,0
Bara,Narayani,Terai,Central,2070/71,2013/14,HIV,Total,91
Bara,Narayani,Terai,Central,2070/71,2013/14,HIV,+Ve,0
Bara,Narayani,Terai,Central,2070/71,2013/14,HCV,Total,4
Bara,Narayani,Terai,Central,2070/71,2013/14,HCV,+Ve,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,Total,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Western Bloot,+Ve,0
Bara,Narayani,Terai,Central,2070/71,2013/14,HBsAg,Total,204
Bara,Narayani,Terai,Central,2070/71,2013/14,HBsAg,+Ve,0
Bara,Narayani,Terai,Central,2070/71,2013/14,HEV,Total,0
