District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.42
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,29.45
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.14
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Not Mentioned Others,,11.38
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.02
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.18
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.18
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.59
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0.93
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,26.69
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.27
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Not Mentioned Others,,7.35
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.31
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.1
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.18
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.46
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.58
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,27.03
Achham,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.19
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Not Mentioned Others,,10.74
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.53
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.23
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.94
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.12
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.59
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.79
Doti,Seti,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.17
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Not Mentioned Others,,13.87
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.71
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.95
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.91
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.59
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.23
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.98
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.38
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Not Mentioned Others,,13.5
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.53
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.77
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.25
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.14
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.39
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,17.75
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.26
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Not Mentioned Others,,12.23
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.27
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.21
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.51
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.62
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.84
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.74
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.39
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Not Mentioned Others,,10.89
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.06
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.24
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.24
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.07
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.98
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.56
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.15
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Not Mentioned Others,,14.73
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.83
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.04
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.78
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.02
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.1
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.44
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.08
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Not Mentioned Others,,13.64
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.45
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.07
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.57
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.19
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0.03
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.61
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.7
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.1
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Not Mentioned Others,,8.73
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.78
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.23
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.17
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.84
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.33
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.09
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,7.89
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.65
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.08
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.19
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.27
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.37
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.19
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.08
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,13.59
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,5.12
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.65
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.37
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.42
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.34
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.43
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Not Mentioned Others,,2.75
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,12.53
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.31
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.48
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,3.4
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,4.57
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,17.59
Morang,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.38
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Not Mentioned Others,,7.54
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.86
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.06
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.81
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.14
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.44
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.95
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.06
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Not Mentioned Others,,8.75
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.92
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.16
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.35
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.5
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.63
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.11
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.19
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,11.78
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.59
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.02
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.1
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.11
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.01
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.97
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.16
Teharthum,Kosi,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,5.48
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.5
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.05
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.33
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.15
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.57
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.31
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.16
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Not Mentioned Others,,20.74
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.9
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.05
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.14
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.1
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.24
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.83
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.13
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,11.17
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.74
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.09
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.92
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.39
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.58
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.11
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.06
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Not Mentioned Others,,8.26
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.68
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.05
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.07
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,1.22
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.14
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.25
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.1
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,13.81
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.46
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.04
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.09
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.09
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.23
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.04
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.1
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,7.62
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.19
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.12
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.8
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.22
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.72
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,21.8
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.18
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Not Mentioned Others,,13.09
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.06
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.04
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.61
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.04
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.6
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.5
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.04
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Not Mentioned Others,,3.78
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.23
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.17
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.81
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.11
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.72
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.04
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.07
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Not Mentioned Others,,5.25
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.88
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.05
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.65
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.09
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.69
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,16.71
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.12
