Year BS,Year AD,District,zone,belt,region,Skin diseases,No of people,Zone,Belt,Region
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Scabies,227,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Abscess,292,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,"Eczema/
Dermatatis",646,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,"Fungal
Infection",405,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",307,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Leukoderma,2,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Lymphadenitis,6,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Psoriasis,0,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Scabies,306,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Abscess,206,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,"Eczema/
Dermatatis",414,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,"Fungal
Infection",337,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",266,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Leukoderma,0,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Lymphadenitis,5,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Psoriasis,0,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Scabies,279,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Abscess,225,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,"Eczema/
Dermatatis",594,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,"Fungal
Infection",414,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,"Impegtigo/
Boils/
Furunculosis",412,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Leukoderma,0,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Lymphadenitis,10,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Psoriasis,2,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Scabies,262,Dhawalagiri,Mountain,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Abscess,2869,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,"Eczema/
Dermatatis",2510,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,"Fungal
Infection",2702,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,"Impegtigo/
Boils/
Furunculosis",2922,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Leukoderma,171,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Lymphadenitis,314,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Psoriasis,80,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Scabies,3372,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Abscess,2363,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,"Eczema/
Dermatatis",2525,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,"Fungal
Infection",2447,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,"Impegtigo/
Boils/
Furunculosis",3189,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Leukoderma,183,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Lymphadenitis,220,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Psoriasis,96,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Scabies,2422,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Abscess,2262,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,"Eczema/
Dermatatis",2563,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,"Fungal
Infection",2397,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,"Impegtigo/
Boils/
Furunculosis",3272,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Leukoderma,59,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Lymphadenitis,168,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Psoriasis,72,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Scabies,2118,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Abscess,2083,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,"Eczema/
Dermatatis",3219,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,"Fungal
Infection",2034,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,"Impegtigo/
Boils/
Furunculosis",2619,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Leukoderma,91,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Lymphadenitis,128,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Psoriasis,102,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Scabies,1893,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Abscess,2393,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,"Eczema/
Dermatatis",3277,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,"Fungal
Infection",2240,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,"Impegtigo/
Boils/
Furunculosis",2611,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Leukoderma,25,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Lymphadenitis,97,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Psoriasis,60,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Scabies,1786,Dhawalagiri,Hill,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Abscess,11064,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,"Eczema/
Dermatatis",12749,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,"Fungal
Infection",11458,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",21516,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Leukoderma,202,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Lymphadenitis,417,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Psoriasis,60,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Scabies,11269,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Abscess,9603,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,"Eczema/
Dermatatis",11983,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,"Fungal
Infection",10083,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",20871,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Leukoderma,111,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Lymphadenitis,378,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Psoriasis,85,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Scabies,9089,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Abscess,10632,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,"Eczema/
Dermatatis",13555,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,"Fungal
Infection",12084,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",21296,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Leukoderma,157,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Lymphadenitis,398,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Psoriasis,54,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Scabies,10478,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Abscess,10799,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,"Eczema/
Dermatatis",14978,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,"Fungal
Infection",15040,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",21273,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Leukoderma,288,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Lymphadenitis,357,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Psoriasis,66,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Scabies,10231,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Abscess,9408,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,"Eczema/
Dermatatis",15127,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,"Fungal
Infection",14445,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",22767,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Leukoderma,132,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Lymphadenitis,333,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Psoriasis,51,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Scabies,10967,Lumbini,Terai,Western
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Abscess,3882,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,"Eczema/
Dermatatis",3071,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,"Fungal
Infection",3420,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",5101,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Leukoderma,165,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Lymphadenitis,300,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Psoriasis,105,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Scabies,2701,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Abscess,3712,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,"Eczema/
Dermatatis",3228,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,"Fungal
Infection",3505,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",6189,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Leukoderma,55,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Lymphadenitis,382,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Psoriasis,97,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Scabies,2636,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Abscess,3555,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,"Eczema/
Dermatatis",3270,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,"Fungal
Infection",3542,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",4984,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Leukoderma,91,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Lymphadenitis,359,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Psoriasis,152,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Scabies,2188,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Abscess,3772,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,"Eczema/
Dermatatis",3526,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,"Fungal
Infection",4800,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",5246,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Leukoderma,195,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Lymphadenitis,438,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Psoriasis,166,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Scabies,2482,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Abscess,4558,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,"Eczema/
Dermatatis",3851,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,"Fungal
Infection",5303,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,"Impegtigo/
Boils/
Furunculosis",5386,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Leukoderma,215,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Lymphadenitis,319,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Psoriasis,153,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Scabies,3107,Bagmati,Hill,Central
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Abscess,4192,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,"Eczema/
Dermatatis",3244,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,"Fungal
Infection",5307,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",6713,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukoderma,140,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Lymphadenitis,338,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Psoriasis,101,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Scabies,4557,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Abscess,4051,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,"Eczema/
Dermatatis",3442,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,"Fungal
Infection",4171,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",6809,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukoderma,163,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Lymphadenitis,327,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Psoriasis,111,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Scabies,2902,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Abscess,3631,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,"Eczema/
Dermatatis",3425,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,"Fungal
Infection",4075,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",7004,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukoderma,65,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Lymphadenitis,367,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Psoriasis,122,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Scabies,2877,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Abscess,2522,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,"Eczema/
Dermatatis",3164,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,"Fungal
Infection",3485,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",5444,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukoderma,67,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Lymphadenitis,168,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Psoriasis,159,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Scabies,2722,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Abscess,2585,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,"Eczema/
Dermatatis",3339,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,"Fungal
Infection",3528,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",5897,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Leukoderma,26,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Lymphadenitis,224,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Psoriasis,178,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Scabies,2997,Sagarmatha,Hill,Eastern
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Abscess,6263,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,"Eczema/
Dermatatis",6179,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,"Fungal
Infection",5830,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",9257,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Leukoderma,98,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Lymphadenitis,411,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Psoriasis,65,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Scabies,4662,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Abscess,6502,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,"Eczema/
Dermatatis",6289,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,"Fungal
Infection",6463,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",9532,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Leukoderma,145,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Lymphadenitis,662,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Psoriasis,171,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Scabies,4514,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Abscess,6447,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,"Eczema/
Dermatatis",6583,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,"Fungal
Infection",6410,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",10247,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Leukoderma,469,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Lymphadenitis,764,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Psoriasis,408,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Scabies,5302,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Abscess,6009,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,"Eczema/
Dermatatis",7275,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,"Fungal
Infection",7329,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",9367,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Leukoderma,380,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Lymphadenitis,493,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Psoriasis,537,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Scabies,5208,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Abscess,6251,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,"Eczema/
Dermatatis",8468,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,"Fungal
Infection",7704,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",8493,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Leukoderma,251,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Lymphadenitis,365,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Psoriasis,675,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Scabies,5736,Lumbini,Hill,Western
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Abscess,3542,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,"Eczema/
Dermatatis",4263,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,"Fungal
Infection",3037,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",5872,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Leukoderma,33,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Lymphadenitis,302,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Psoriasis,171,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Scabies,2800,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Abscess,2884,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,"Eczema/
Dermatatis",4411,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,"Fungal
Infection",2414,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",5189,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Leukoderma,63,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Lymphadenitis,330,Mechi,Hill,Eastern
