District,zone,belt,region,Year BS,Year AD,Conducted by,Institution,Number of women,Zone,Belt,Region
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,188,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Home,192,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),402,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,127,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Conducted by SBA,Health Institution,601,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Conducted by SBA,Home,250,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,26,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Conducted by health workers,Home,242,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),170,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,337,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by SBA,Health Institution,1296,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by SBA,Home,332,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,122,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Home,220,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),621,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,700,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by SBA,Health Institution,842,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by SBA,Home,195,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,369,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Home,1001,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),698,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,323,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by SBA,Health Institution,2450,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by SBA,Home,71,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,143,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Conducted by health workers,Home,384,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),846,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,1733,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by SBA,Health Institution,7630,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by SBA,Home,232,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,47,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by health workers,Home,685,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),2445,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,5179,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by SBA,Health Institution,8290,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by SBA,Home,1016,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by health workers,Health Institution ,183,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Conducted by health workers,Home,1332,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,,Birthing Center (HP/SHP),1088,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,,At BEOC/CEOC centers,6675,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,562,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,1659,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,146,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,3092,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),151,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,2573,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,3789,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,798,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,2549,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),867,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,67,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,5030,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,1406,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,967,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,2293,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),2621,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,62,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,1174,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,165,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,166,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,584,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),845,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,383,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,1379,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,85,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,66,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,230,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),1286,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,97,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Conducted by SBA,Health Institution,844,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Conducted by SBA,Home,404,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,161,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Conducted by health workers,Home,281,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,,Birthing Center (HP/SHP),460,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,,At BEOC/CEOC centers,426,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by SBA,Health Institution,1194,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by SBA,Home,133,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,54,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by health workers,Home,207,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,,Birthing Center (HP/SHP),551,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,,At BEOC/CEOC centers,548,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,5351,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,62,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,40,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,49,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),1024,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,4295,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,10168,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,9,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,98,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,373,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,9,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,5,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,1,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),1,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,24298,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,242,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,308,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,18,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),3068,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,1405,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,1244,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,237,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,202,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,398,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),330,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,149,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by SBA,Health Institution,219,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by SBA,Home,13,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,29,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Conducted by health workers,Home,33,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,,Birthing Center (HP/SHP),141,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,,At BEOC/CEOC centers,53,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,3306,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,9,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,80,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,10,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),2339,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,1044,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Conducted by SBA,Health Institution,2393,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Conducted by SBA,Home,186,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,112,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Conducted by health workers,Home,30,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,,Birthing Center (HP/SHP),1044,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,,At BEOC/CEOC centers,786,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,2920,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,1432,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,657,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,9234,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),1352,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,9,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,4743,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,658,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,268,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,2813,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),2001,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,19,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,972,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,3247,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Health Institution,14084,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Conducted by SBA,Home,58,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Health Institution ,58,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Conducted by health workers,Home,61,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,,Birthing Center (HP/SHP),686,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,,At BEOC/CEOC centers,11786,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,1396,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,36,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,77,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Home,247,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,,Birthing Center (HP/SHP),442,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,,At BEOC/CEOC centers,936,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,1603,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,116,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,73,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Home,73,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,,Birthing Center (HP/SHP),666,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,,At BEOC/CEOC centers,1058,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,1524,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,94,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,35,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Home,96,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,,Birthing Center (HP/SHP),304,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,,At BEOC/CEOC centers,1002,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,1391,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,194,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,63,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Home,178,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,,Birthing Center (HP/SHP),317,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,,At BEOC/CEOC centers,1111,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,12965,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,149,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,57,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Conducted by health workers,Home,89,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,,Birthing Center (HP/SHP),381,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,,At BEOC/CEOC centers,12593,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Conducted by SBA,Health Institution,8,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Conducted by SBA,Home,3,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,2,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Conducted by health workers,Home,2,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,,Birthing Center (HP/SHP),0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,,At BEOC/CEOC centers,3,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Conducted by SBA,Health Institution,12,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Conducted by SBA,Home,4,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,12,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Conducted by health workers,Home,7,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,,Birthing Center (HP/SHP),16,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,,At BEOC/CEOC centers,24,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,878,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,214,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Conducted by health workers,Health Institution ,78,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Conducted by health workers,Home,273,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,,Birthing Center (HP/SHP),305,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,,At BEOC/CEOC centers,535,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Conducted by SBA,Health Institution,834,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Conducted by SBA,Home,216,Dhawalagiri,Hill,Western
