Year BS,Year AD,District,zone,belt,region,"Ear,Nose and Throat related problems",No of people,Zone,Belt,Region
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Foreign body in respiratory tract,1438,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Pharyngities/ Sore throat,4113,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Sinusitis,4053,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Tonsilitis,7922,Lumbini,Terai,Western
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3579,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Foreign body in respiratory tract,85,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Pharyngities/ Sore throat,1655,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Sinusitis,1492,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Tonsilitis,3628,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3388,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Foreign body in respiratory tract,107,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Pharyngities/ Sore throat,1618,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Sinusitis,1446,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Tonsilitis,4054,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3268,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Foreign body in respiratory tract,166,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Pharyngities/ Sore throat,1569,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Sinusitis,1387,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Tonsilitis,3989,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3530,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Foreign body in respiratory tract,185,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Pharyngities/ Sore throat,1754,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Sinusitis,1632,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Tonsilitis,5322,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),9331,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Foreign body in respiratory tract,124,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Pharyngities/ Sore throat,2380,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Sinusitis,4958,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Tonsilitis,6585,Bagmati,Hill,Central
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),4857,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,142,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,4106,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Sinusitis,2292,Sagarmatha,Hill,Eastern
2066/67,2009/10,Okhaldhunga,Sagarmatha,Hill,Eastern,Tonsilitis,8407,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3844,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,178,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,4007,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Sinusitis,1680,Sagarmatha,Hill,Eastern
2067/68,2010/11,Okhaldhunga,Sagarmatha,Hill,Eastern,Tonsilitis,7768,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3477,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,120,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,4208,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Sinusitis,1584,Sagarmatha,Hill,Eastern
2068/69,2011/12,Okhaldhunga,Sagarmatha,Hill,Eastern,Tonsilitis,8200,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2922,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,69,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,3876,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Sinusitis,1058,Sagarmatha,Hill,Eastern
2069/70,2012/13,Okhaldhunga,Sagarmatha,Hill,Eastern,Tonsilitis,8914,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),0,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,0,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,0,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Sinusitis,0,Sagarmatha,Hill,Eastern
2070/71,2013/14,Okhaldhunga,Sagarmatha,Hill,Eastern,Tonsilitis,0,Sagarmatha,Hill,Eastern
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5134,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Foreign body in respiratory tract,140,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Pharyngities/ Sore throat,2805,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Sinusitis,3469,Lumbini,Hill,Western
2066/67,2009/10,Palpa,Lumbini,Hill,Western,Tonsilitis,5882,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5552,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Foreign body in respiratory tract,67,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Pharyngities/ Sore throat,3532,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Sinusitis,3993,Lumbini,Hill,Western
2067/68,2010/11,Palpa,Lumbini,Hill,Western,Tonsilitis,6527,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5856,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Foreign body in respiratory tract,310,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Pharyngities/ Sore throat,3037,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Sinusitis,3747,Lumbini,Hill,Western
2068/69,2011/12,Palpa,Lumbini,Hill,Western,Tonsilitis,6744,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5818,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Foreign body in respiratory tract,1076,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Pharyngities/ Sore throat,4118,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Sinusitis,4049,Lumbini,Hill,Western
2069/70,2012/13,Palpa,Lumbini,Hill,Western,Tonsilitis,7383,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10961,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Foreign body in respiratory tract,197,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Pharyngities/ Sore throat,3046,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Sinusitis,3819,Lumbini,Hill,Western
2070/71,2013/14,Palpa,Lumbini,Hill,Western,Tonsilitis,5233,Lumbini,Hill,Western
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2881,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Foreign body in respiratory tract,43,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Pharyngities/ Sore throat,1912,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Sinusitis,859,Mechi,Hill,Eastern
2066/67,2009/10,Panchthar,Mechi,Hill,Eastern,Tonsilitis,11246,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2356,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Foreign body in respiratory tract,132,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Pharyngities/ Sore throat,2053,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Sinusitis,1033,Mechi,Hill,Eastern
2067/68,2010/11,Panchthar,Mechi,Hill,Eastern,Tonsilitis,9766,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2051,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Foreign body in respiratory tract,48,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Pharyngities/ Sore throat,3317,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Sinusitis,1004,Mechi,Hill,Eastern
2068/69,2011/12,Panchthar,Mechi,Hill,Eastern,Tonsilitis,10377,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2256,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Foreign body in respiratory tract,69,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Pharyngities/ Sore throat,2338,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Sinusitis,857,Mechi,Hill,Eastern
2069/70,2012/13,Panchthar,Mechi,Hill,Eastern,Tonsilitis,11348,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),2680,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Foreign body in respiratory tract,36,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Pharyngities/ Sore throat,1479,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Sinusitis,1915,Mechi,Hill,Eastern
2070/71,2013/14,Panchthar,Mechi,Hill,Eastern,Tonsilitis,3735,Mechi,Hill,Eastern
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4349,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,89,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,2692,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Sinusitis,3489,Dhawalagiri,Hill,Western
2066/67,2009/10,Parbat,Dhawalagiri,Hill,Western,Tonsilitis,6677,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4104,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,49,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,2461,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Sinusitis,3901,Dhawalagiri,Hill,Western
2067/68,2010/11,Parbat,Dhawalagiri,Hill,Western,Tonsilitis,6974,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3469,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,33,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,2612,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Sinusitis,3577,Dhawalagiri,Hill,Western
2068/69,2011/12,Parbat,Dhawalagiri,Hill,Western,Tonsilitis,6852,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3381,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,47,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,2442,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Sinusitis,3452,Dhawalagiri,Hill,Western
2069/70,2012/13,Parbat,Dhawalagiri,Hill,Western,Tonsilitis,7327,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4798,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Foreign body in respiratory tract,21,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Pharyngities/ Sore throat,2335,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Sinusitis,2185,Dhawalagiri,Hill,Western
2070/71,2013/14,Parbat,Dhawalagiri,Hill,Western,Tonsilitis,3982,Dhawalagiri,Hill,Western
2066/67,2009/10,Parsa,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,Foreign body in respiratory tract,0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,Pharyngities/ Sore throat,0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,Sinusitis,0,Narayani,Terai,Central
2066/67,2009/10,Parsa,Narayani,Terai,Central,Tonsilitis,0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Foreign body in respiratory tract,0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Pharyngities/ Sore throat,0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Sinusitis,0,Narayani,Terai,Central
2067/68,2010/11,Parsa,Narayani,Terai,Central,Tonsilitis,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Foreign body in respiratory tract,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Pharyngities/ Sore throat,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Sinusitis,0,Narayani,Terai,Central
2068/69,2011/12,Parsa,Narayani,Terai,Central,Tonsilitis,0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Foreign body in respiratory tract,0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Pharyngities/ Sore throat,0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Sinusitis,0,Narayani,Terai,Central
2069/70,2012/13,Parsa,Narayani,Terai,Central,Tonsilitis,0,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3334,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Foreign body in respiratory tract,19,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Pharyngities/ Sore throat,1692,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Sinusitis,840,Narayani,Terai,Central
2070/71,2013/14,Parsa,Narayani,Terai,Central,Tonsilitis,2632,Narayani,Terai,Central
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5679,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Foreign body in respiratory tract,73,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Pharyngities/ Sore throat,2061,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Sinusitis,2002,Rapti,Hill,Mid-Western
2066/67,2009/10,Pyuthan,Rapti,Hill,Mid-Western,Tonsilitis,3323,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5001,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Foreign body in respiratory tract,38,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Pharyngities/ Sore throat,2334,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Sinusitis,2061,Rapti,Hill,Mid-Western
2067/68,2010/11,Pyuthan,Rapti,Hill,Mid-Western,Tonsilitis,3047,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5225,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Foreign body in respiratory tract,58,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Pharyngities/ Sore throat,1871,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Sinusitis,1792,Rapti,Hill,Mid-Western
2068/69,2011/12,Pyuthan,Rapti,Hill,Mid-Western,Tonsilitis,3195,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5052,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Foreign body in respiratory tract,38,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Pharyngities/ Sore throat,2027,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Sinusitis,2074,Rapti,Hill,Mid-Western
2069/70,2012/13,Pyuthan,Rapti,Hill,Mid-Western,Tonsilitis,3887,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),3446,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Foreign body in respiratory tract,44,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Pharyngities/ Sore throat,1352,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Sinusitis,950,Rapti,Hill,Mid-Western
2070/71,2013/14,Pyuthan,Rapti,Hill,Mid-Western,Tonsilitis,2288,Rapti,Hill,Mid-Western
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3699,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Foreign body in respiratory tract,61,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Pharyngities/ Sore throat,2428,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Sinusitis,1074,Janakpur,Hill,Central
2066/67,2009/10,Ramechhap,Janakpur,Hill,Central,Tonsilitis,5760,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3934,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Foreign body in respiratory tract,111,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Pharyngities/ Sore throat,2822,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Sinusitis,1063,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Tonsilitis,6441,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4123,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Foreign body in respiratory tract,144,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Pharyngities/ Sore throat,3808,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Sinusitis,1487,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Tonsilitis,7161,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),3908,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Foreign body in respiratory tract,98,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Pharyngities/ Sore throat,4221,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Sinusitis,1541,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Tonsilitis,8405,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4697,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Foreign body in respiratory tract,125,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Pharyngities/ Sore throat,2138,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Sinusitis,1802,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Tonsilitis,3139,Janakpur,Hill,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),939,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Foreign body in respiratory tract,14,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Pharyngities/ Sore throat,369,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Sinusitis,276,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Tonsilitis,1085,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),1019,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Foreign body in respiratory tract,5,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Pharyngities/ Sore throat,481,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Sinusitis,443,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Tonsilitis,1362,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),952,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Foreign body in respiratory tract,8,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Pharyngities/ Sore throat,379,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Sinusitis,292,Bagmati,Mountain,Central
