Year BS,Year AD,District,zone,belt,region,Oral Problem,No of People,Zone,Belt,Region
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",704,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Other disorder of teeth,409,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Periodontal diseases (gum diseases),493,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Dental Carries/ Toothache,3967,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",765,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Other disorder of teeth,444,Sagarmatha,Mountain,Eastern
2069/70,2012/13,Solukhumbu,Sagarmatha,Mountain,Eastern,Periodontal diseases (gum diseases),744,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Dental Carries/ Toothache,3692,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",1192,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Other disorder of teeth,578,Sagarmatha,Mountain,Eastern
2070/71,2013/14,Solukhumbu,Sagarmatha,Mountain,Eastern,Periodontal diseases (gum diseases),544,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Dental Carries/ Toothache,8328,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4623,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Other disorder of teeth,819,Kosi,Terai,Eastern
2066/67,2009/10,Sunsari,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),1713,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Dental Carries/ Toothache,8806,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3839,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Other disorder of teeth,1038,Kosi,Terai,Eastern
2067/68,2010/11,Sunsari,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),1784,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Dental Carries/ Toothache,9279,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4396,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Other disorder of teeth,1061,Kosi,Terai,Eastern
2068/69,2011/12,Sunsari,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),2012,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Dental Carries/ Toothache,10610,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4103,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Other disorder of teeth,863,Kosi,Terai,Eastern
2069/70,2012/13,Sunsari,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),1723,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Dental Carries/ Toothache,10034,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4580,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Other disorder of teeth,811,Kosi,Terai,Eastern
2070/71,2013/14,Sunsari,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),2472,Kosi,Terai,Eastern
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,6082,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",2139,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Other disorder of teeth,627,Bheri,Hill,Mid-Western
2066/67,2009/10,Surkhet,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),1189,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,5990,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",2275,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Other disorder of teeth,460,Bheri,Hill,Mid-Western
2067/68,2010/11,Surkhet,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),862,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,6875,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",2020,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Other disorder of teeth,348,Bheri,Hill,Mid-Western
2068/69,2011/12,Surkhet,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),847,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,6816,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1747,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Other disorder of teeth,204,Bheri,Hill,Mid-Western
2069/70,2012/13,Surkhet,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),849,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Dental Carries/ Toothache,10208,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",2839,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Other disorder of teeth,1500,Bheri,Hill,Mid-Western
2070/71,2013/14,Surkhet,Bheri,Hill,Mid-Western,Periodontal diseases (gum diseases),2564,Bheri,Hill,Mid-Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Dental Carries/ Toothache,7019,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1538,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Other disorder of teeth,368,Gandaki,Hill,Western
2066/67,2009/10,Syangja,Gandaki,Hill,Western,Periodontal diseases (gum diseases),1000,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Dental Carries/ Toothache,6730,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1489,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Other disorder of teeth,496,Gandaki,Hill,Western
2067/68,2010/11,Syangja,Gandaki,Hill,Western,Periodontal diseases (gum diseases),852,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Dental Carries/ Toothache,8393,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1720,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Other disorder of teeth,553,Gandaki,Hill,Western
2068/69,2011/12,Syangja,Gandaki,Hill,Western,Periodontal diseases (gum diseases),1026,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Dental Carries/ Toothache,5426,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1292,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Other disorder of teeth,215,Gandaki,Hill,Western
2069/70,2012/13,Syangja,Gandaki,Hill,Western,Periodontal diseases (gum diseases),641,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Dental Carries/ Toothache,5229,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1340,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Other disorder of teeth,327,Gandaki,Hill,Western
2070/71,2013/14,Syangja,Gandaki,Hill,Western,Periodontal diseases (gum diseases),569,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Dental Carries/ Toothache,5642,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",590,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Other disorder of teeth,335,Gandaki,Hill,Western
2066/67,2009/10,Tanahu,Gandaki,Hill,Western,Periodontal diseases (gum diseases),313,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Dental Carries/ Toothache,4630,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",791,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Other disorder of teeth,337,Gandaki,Hill,Western
2067/68,2010/11,Tanahu,Gandaki,Hill,Western,Periodontal diseases (gum diseases),278,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Dental Carries/ Toothache,5320,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",680,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Other disorder of teeth,416,Gandaki,Hill,Western
2068/69,2011/12,Tanahu,Gandaki,Hill,Western,Periodontal diseases (gum diseases),381,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Dental Carries/ Toothache,4772,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",861,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Other disorder of teeth,1223,Gandaki,Hill,Western
2069/70,2012/13,Tanahu,Gandaki,Hill,Western,Periodontal diseases (gum diseases),569,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Dental Carries/ Toothache,4050,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",833,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Other disorder of teeth,543,Gandaki,Hill,Western
2070/71,2013/14,Tanahu,Gandaki,Hill,Western,Periodontal diseases (gum diseases),635,Gandaki,Hill,Western
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Dental Carries/ Toothache,3894,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",642,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Other disorder of teeth,621,Mechi,Mountain,Eastern
2066/67,2009/10,Taplejung,Mechi,Mountain,Eastern,Periodontal diseases (gum diseases),683,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Dental Carries/ Toothache,3868,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",885,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Other disorder of teeth,653,Mechi,Mountain,Eastern
2067/68,2010/11,Taplejung,Mechi,Mountain,Eastern,Periodontal diseases (gum diseases),673,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Dental Carries/ Toothache,2968,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",881,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Other disorder of teeth,550,Mechi,Mountain,Eastern
2068/69,2011/12,Taplejung,Mechi,Mountain,Eastern,Periodontal diseases (gum diseases),511,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Dental Carries/ Toothache,2754,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",470,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Other disorder of teeth,589,Mechi,Mountain,Eastern
2069/70,2012/13,Taplejung,Mechi,Mountain,Eastern,Periodontal diseases (gum diseases),353,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Dental Carries/ Toothache,2737,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",537,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Other disorder of teeth,752,Mechi,Mountain,Eastern
2070/71,2013/14,Taplejung,Mechi,Mountain,Eastern,Periodontal diseases (gum diseases),604,Mechi,Mountain,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Dental Carries/ Toothache,2359,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",670,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Other disorder of teeth,289,Kosi,Hill,Eastern
2066/67,2009/10,Terhathum,Kosi,Hill,Eastern,Periodontal diseases (gum diseases),444,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Dental Carries/ Toothache,2645,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",721,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Other disorder of teeth,205,Kosi,Hill,Eastern
2067/68,2010/11,Terhathum,Kosi,Hill,Eastern,Periodontal diseases (gum diseases),437,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Dental Carries/ Toothache,2548,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",776,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Other disorder of teeth,175,Kosi,Hill,Eastern
2068/69,2011/12,Terhathum,Kosi,Hill,Eastern,Periodontal diseases (gum diseases),390,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Dental Carries/ Toothache,2205,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",600,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Other disorder of teeth,193,Kosi,Hill,Eastern
2069/70,2012/13,Terhathum,Kosi,Hill,Eastern,Periodontal diseases (gum diseases),400,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Dental Carries/ Toothache,2152,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,"Oral ulcer,mucosa and other related disease",704,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Other disorder of teeth,230,Kosi,Hill,Eastern
2070/71,2013/14,Terhathum,Kosi,Hill,Eastern,Periodontal diseases (gum diseases),325,Kosi,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,3583,Sagarmatha,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1064,Sagarmatha,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Other disorder of teeth,529,Sagarmatha,Hill,Eastern
2066/67,2009/10,Udayapur,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),889,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,4421,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1680,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,Other disorder of teeth,531,Sagarmatha,Hill,Eastern
2067/68,2010/11,Udayapur,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),886,Sagarmatha,Hill,Eastern
2068/69,2011/12,Udayapur,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,4050,Sagarmatha,Hill,Eastern
2068/69,2011/12,Udayapur,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1509,Sagarmatha,Hill,Eastern
2068/69,2011/12,Udayapur,Sagarmatha,Hill,Eastern,Other disorder of teeth,411,Sagarmatha,Hill,Eastern
2068/69,2011/12,Udayapur,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),993,Sagarmatha,Hill,Eastern
2069/70,2012/13,Udayapur,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,3836,Sagarmatha,Hill,Eastern
2069/70,2012/13,Udayapur,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1608,Sagarmatha,Hill,Eastern
2069/70,2012/13,Udayapur,Sagarmatha,Hill,Eastern,Other disorder of teeth,547,Sagarmatha,Hill,Eastern
2069/70,2012/13,Udayapur,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),1126,Sagarmatha,Hill,Eastern
2070/71,2013/14,Udayapur,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,3731,Sagarmatha,Hill,Eastern
2070/71,2013/14,Udayapur,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1589,Sagarmatha,Hill,Eastern
2070/71,2013/14,Udayapur,Sagarmatha,Hill,Eastern,Other disorder of teeth,564,Sagarmatha,Hill,Eastern
2070/71,2013/14,Udayapur,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),1200,Sagarmatha,Hill,Eastern
