Year BS,Year AD,District,zone,belt,region,Deficiencies,No of people,Zone,Belt,Region
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Malnutrition,1213,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Night blindness,223,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Obesity,421,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Polyneuritis,1014,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Anemia,274,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Avitaminoses and other nutrideficency,634,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Dehydration,214,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Diabetic myelitis,73,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,"Goiter,Cretinism",28,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Malnutrition,121,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Night blindness,19,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Obesity,7,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Polyneuritis,189,Kosi,Terai,Eastern
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Anemia,401,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,385,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Dehydration,565,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Diabetic myelitis,0,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",0,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Malnutrition,494,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Night blindness,100,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Obesity,4,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Polyneuritis,190,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Anemia,189,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,521,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Dehydration,1024,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Diabetic myelitis,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",9,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Malnutrition,425,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Night blindness,112,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Obesity,0,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Polyneuritis,118,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Anemia,202,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,481,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Dehydration,293,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Diabetic myelitis,1,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",2,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Malnutrition,363,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Night blindness,81,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Obesity,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Polyneuritis,84,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Anemia,142,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,376,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Dehydration,250,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Diabetic myelitis,8,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",19,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Malnutrition,364,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Night blindness,54,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Obesity,34,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Polyneuritis,89,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Anemia,728,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,1962,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Dehydration,116,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Diabetic myelitis,202,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",24,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Malnutrition,58,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Night blindness,39,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Obesity,5,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Polyneuritis,744,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Anemia,81,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Avitaminoses and other nutrideficency,156,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Dehydration,663,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Diabetic myelitis,11,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,"Goiter,Cretinism",0,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Malnutrition,27,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Night blindness,3,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Obesity,1,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Polyneuritis,47,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Anemia,60,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Avitaminoses and other nutrideficency,267,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Dehydration,191,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Diabetic myelitis,12,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,"Goiter,Cretinism",0,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Malnutrition,4,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Night blindness,1,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Obesity,1,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Polyneuritis,12,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Anemia,31,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Avitaminoses and other nutrideficency,193,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Dehydration,180,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Diabetic myelitis,27,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,"Goiter,Cretinism",1,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Malnutrition,13,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Night blindness,1,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Obesity,0,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Polyneuritis,19,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Anemia,16,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Avitaminoses and other nutrideficency,240,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Dehydration,33,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Diabetic myelitis,19,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,"Goiter,Cretinism",1,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Malnutrition,1,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Night blindness,0,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Obesity,9,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Polyneuritis,5,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Anemia,924,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Avitaminoses and other nutrideficency,1576,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Dehydration,574,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Diabetic myelitis,309,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,"Goiter,Cretinism",188,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Malnutrition,130,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Night blindness,87,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Obesity,28,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Polyneuritis,1382,Dhawalagiri,Mountain,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Anemia,317,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Avitaminoses and other nutrideficency,897,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Dehydration,213,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Diabetic myelitis,78,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,"Goiter,Cretinism",6,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Malnutrition,237,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Night blindness,7,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Obesity,4,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Polyneuritis,257,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Anemia,168,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Avitaminoses and other nutrideficency,499,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Dehydration,217,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Diabetic myelitis,75,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,"Goiter,Cretinism",0,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Malnutrition,160,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Night blindness,7,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Obesity,9,Dhawalagiri,Hill,Western
2067/68,2010/11,Myagdi,Dhawalagiri,Hill,Western,Polyneuritis,204,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Anemia,166,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Avitaminoses and other nutrideficency,489,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Dehydration,194,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Diabetic myelitis,73,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,"Goiter,Cretinism",12,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Malnutrition,117,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Night blindness,29,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Obesity,11,Dhawalagiri,Hill,Western
2068/69,2011/12,Myagdi,Dhawalagiri,Hill,Western,Polyneuritis,242,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Anemia,154,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Avitaminoses and other nutrideficency,605,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Dehydration,135,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Diabetic myelitis,23,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,"Goiter,Cretinism",10,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Malnutrition,66,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Night blindness,42,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Obesity,7,Dhawalagiri,Hill,Western
2069/70,2012/13,Myagdi,Dhawalagiri,Hill,Western,Polyneuritis,225,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Anemia,430,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Avitaminoses and other nutrideficency,423,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Dehydration,128,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Diabetic myelitis,330,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,"Goiter,Cretinism",268,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Malnutrition,56,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Night blindness,2,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Obesity,132,Dhawalagiri,Hill,Western
2070/71,2013/14,Myagdi,Dhawalagiri,Hill,Western,Polyneuritis,802,Dhawalagiri,Hill,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Anemia,2613,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Avitaminoses and other nutrideficency,5154,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Dehydration,2617,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Diabetic myelitis,492,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,"Goiter,Cretinism",28,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Malnutrition,637,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Night blindness,240,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Obesity,131,Lumbini,Terai,Western
2066/67,2009/10,Nawalparasi,Lumbini,Terai,Western,Polyneuritis,993,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Anemia,2210,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Avitaminoses and other nutrideficency,4133,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Dehydration,1026,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Diabetic myelitis,430,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,"Goiter,Cretinism",17,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Malnutrition,430,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Night blindness,221,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Obesity,20,Lumbini,Terai,Western
2067/68,2010/11,Nawalparasi,Lumbini,Terai,Western,Polyneuritis,968,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Anemia,2108,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Avitaminoses and other nutrideficency,4925,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Dehydration,773,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Diabetic myelitis,623,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,"Goiter,Cretinism",25,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Malnutrition,436,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Night blindness,147,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Obesity,33,Lumbini,Terai,Western
2068/69,2011/12,Nawalparasi,Lumbini,Terai,Western,Polyneuritis,1107,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Anemia,1952,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Avitaminoses and other nutrideficency,5547,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Dehydration,665,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Diabetic myelitis,741,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,"Goiter,Cretinism",84,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Malnutrition,255,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Night blindness,157,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Obesity,165,Lumbini,Terai,Western
2069/70,2012/13,Nawalparasi,Lumbini,Terai,Western,Polyneuritis,1249,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Anemia,897,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Avitaminoses and other nutrideficency,3119,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Dehydration,1382,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Diabetic myelitis,4241,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,"Goiter,Cretinism",809,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Malnutrition,158,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Night blindness,10,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Obesity,94,Lumbini,Terai,Western
2070/71,2013/14,Nawalparasi,Lumbini,Terai,Western,Polyneuritis,656,Lumbini,Terai,Western
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Anemia,639,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1172,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Dehydration,281,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Diabetic myelitis,56,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,"Goiter,Cretinism",35,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Malnutrition,155,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Night blindness,95,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Obesity,49,Bagmati,Hill,Central
2066/67,2009/10,Nuwakot,Bagmati,Hill,Central,Polyneuritis,345,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Anemia,608,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1265,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Dehydration,523,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Diabetic myelitis,65,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,"Goiter,Cretinism",30,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Malnutrition,138,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Night blindness,134,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Obesity,87,Bagmati,Hill,Central
2067/68,2010/11,Nuwakot,Bagmati,Hill,Central,Polyneuritis,449,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Anemia,671,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,971,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Dehydration,544,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Diabetic myelitis,102,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,"Goiter,Cretinism",2,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Malnutrition,134,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Night blindness,121,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Obesity,32,Bagmati,Hill,Central
2068/69,2011/12,Nuwakot,Bagmati,Hill,Central,Polyneuritis,296,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Anemia,706,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,1083,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Dehydration,558,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Diabetic myelitis,346,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,"Goiter,Cretinism",31,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Malnutrition,216,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Night blindness,112,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Obesity,67,Bagmati,Hill,Central
2069/70,2012/13,Nuwakot,Bagmati,Hill,Central,Polyneuritis,323,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Anemia,2196,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Avitaminoses and other nutrideficency,5488,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Dehydration,735,Bagmati,Hill,Central
2070/71,2013/14,Nuwakot,Bagmati,Hill,Central,Diabetic myelitis,672,Bagmati,Hill,Central
