District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Sub-Indicator,Sub-Indicator,Value
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.59
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,18.47
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,8.76
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.1
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.17
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.93
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.06
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,21.01
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,27.61
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Condom,Total,4424.23
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Pills,Total,866.62
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Depo,Total,2735
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CYP,IUD,Total,1008
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Norplant,Total,1555
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,6.63
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,3.74
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,8.73
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.5
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.94
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,20.54
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,6.63
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,2.75
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,7.79
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,1.17
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.34
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,20.67
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,30.93
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Condom,Total,2707.83
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Pills,Total,783.15
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Depo,Total,2105.5
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CYP,IUD,Total,1384
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CYP,Norplant,Total,2910
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,5.07
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,1.58
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,4.37
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.38
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.66
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,12.05
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,5.07
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,4.81
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,7.36
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,1.41
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.22
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,20.88
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,50.3
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CYP,Condom,Total,7924.4
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CYP,Pills,Total,16310.31
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CYP,Depo,Total,10689.25
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CYP,IUD,Total,4744
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CYP,Norplant,Total,4975
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,5.84
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,2.58
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,5.16
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.83
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.54
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,14.95
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,5.84
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,3.87
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.9
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,2
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,2.34
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,20.95
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,47.98
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CYP,Condom,Total,5221.35
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CYP,Pills,Total,3109.15
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CYP,Depo,Total,6309.5
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CYP,IUD,Total,4520
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CYP,Norplant,Total,2370
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,3.98
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,3.63
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,6.26
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.37
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.43
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,14.67
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,3.98
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,6.97
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.84
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.53
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,1.84
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,20.15
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,35.04
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Condom,Total,1105.61
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Pills,Total,414.62
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Depo,Total,1945.75
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,IUD,Total,792
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Norplant,Total,855
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,6.25
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,3.77
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,5.76
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.34
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,1.65
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,17.77
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,6.25
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,4.51
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.1
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.98
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,3.99
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,21.83
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,31.83
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Condom,Total,3086.88
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Pills,Total,955.38
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Depo,Total,2382.75
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,IUD,Total,1352
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CYP,Norplant,Total,4490
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Condom,4.05
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Pills,3.92
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Depo,6.46
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,IUD,0.25
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Norplant,0.37
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,New Acceptors as % of MWRA,Total,15.04
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Condom,4.05
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Pills,2.3
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Depo,6.33
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,IUD,0.41
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Implant,0.63
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Temporay Method,Current Users as % of MWRA,Total,13.72
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CPR,Current Users as % of MWRA,Total,24.37
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CYP,Condom,Total,1074.49
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CYP,Pills,Total,472.38
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CYP,Depo,Total,1750.75
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CYP,IUD,Total,240
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CYP,Norplant,Total,175
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,2.96
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,3.77
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,8.39
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.75
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.73
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,16.59
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,2.96
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,5.49
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,19
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,4.1
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.3
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,32.84
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,41.44
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CYP,Condom,Total,732.64
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CYP,Pills,Total,886.62
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CYP,Depo,Total,2762.75
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CYP,IUD,Total,1856
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CYP,Norplant,Total,945
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,4.58
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.92
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,6.03
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.18
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.92
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,13.63
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,4.58
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,5.03
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,12.84
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,2.47
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,3.27
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,28.17
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,34.25
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Condom,Total,1793.66
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Pills,Total,1629.46
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Depo,Total,5215.75
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CYP,IUD,Total,568
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Norplant,Total,1885
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,2.83
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.64
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,4.54
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.66
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.7
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,10.37
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,2.83
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,8.97
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,20.3
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,2.85
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,2.57
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,37.52
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,50.74
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Condom,Total,1788.05
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Pills,Total,3698.31
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Depo,Total,10022.5
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CYP,IUD,Total,3512
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CYP,Norplant,Total,2165
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,1.86
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,2.04
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.48
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.15
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.6
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,8.13
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,1.86
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,3.58
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,7.6
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,2.11
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,2.42
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,17.57
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,54.21
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CYP,Condom,Total,3477.9
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CYP,Pills,Total,6264.38
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CYP,Depo,Total,13367
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CYP,IUD,Total,2320
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CYP,Norplant,Total,5565
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,1.85
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.04
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.76
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.48
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,7.13
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,1.85
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,2.75
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,7.66
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,4.17
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,2.09
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,18.52
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,63.23
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Condom,Total,3945.53
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Pills,Total,4754.62
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Depo,Total,12452.5
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CYP,IUD,Total,14728
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Norplant,Total,5405
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,2.05
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.49
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.22
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.9
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.55
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,8.22
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,2.05
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,3.42
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,6.9
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,2.06
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.74
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,16.17
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,41.92
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Condom,Total,3493.05
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Pills,Total,4366.54
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Depo,Total,11407.25
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CYP,IUD,Total,12768
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CYP,Norplant,Total,4945
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,3.8
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,2.09
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,5.48
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.15
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.66
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,12.17
