Year AD,Year BS,District,zone,belt,region,Type of disease,Number of patient,Zone,Belt,Region
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,Typhoid (Enteric Fever),3996,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,Acute gastro enteritis,2787,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,Ameobic Dysentry,4324,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,Baccilary Dysentry,1649,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,"Presumed non infectious
diarrhoea",6818,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,Cholera,213,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,Intestinal Worms,7344,Janakpur,Mountain,Central
2013/14,2070/71,Dolakha,Janakpur,Mountain,Central,"Jaundice and Infective
Hepatitis",391,Janakpur,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,Typhoid (Enteric Fever),6996,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,Acute gastro enteritis,3378,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,Ameobic Dysentry,5973,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,Baccilary Dysentry,2431,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,"Presumed non infectious
diarrhoea",8088,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,Cholera,0,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,Intestinal Worms,6531,Bagmati,Mountain,Central
2013/14,2070/71,Sindhupalchok,Bagmati,Mountain,Central,"Jaundice and Infective
Hepatitis",388,Bagmati,Mountain,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,Typhoid (Enteric Fever),13468,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,Acute gastro enteritis,4032,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,Ameobic Dysentry,8960,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,Baccilary Dysentry,2646,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",16079,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,Cholera,8,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,Intestinal Worms,5912,Bagmati,Hill,Central
2013/14,2070/71,Kavre,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",1738,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,Typhoid (Enteric Fever),0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,Acute gastro enteritis,0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,Ameobic Dysentry,0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,Baccilary Dysentry,0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,Cholera,0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,Intestinal Worms,0,Bagmati,Hill,Central
2013/14,2070/71,Lalitpur,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",0,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,Typhoid (Enteric Fever),3087,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,Acute gastro enteritis,3856,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,Ameobic Dysentry,3238,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,Baccilary Dysentry,898,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",4546,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,Cholera,2,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,Intestinal Worms,2527,Bagmati,Hill,Central
2013/14,2070/71,Bhaktapur,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",839,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,Typhoid (Enteric Fever),13528,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,Acute gastro enteritis,18715,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,Ameobic Dysentry,13353,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,Baccilary Dysentry,4715,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",15031,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,Cholera,157,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,Intestinal Worms,10532,Bagmati,Hill,Central
2013/14,2070/71,Kathmandu,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",5829,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,Typhoid (Enteric Fever),8887,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,Acute gastro enteritis,5654,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,Ameobic Dysentry,6918,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,Baccilary Dysentry,2882,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",5212,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,Cholera,177,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,Intestinal Worms,4690,Bagmati,Hill,Central
2013/14,2070/71,Nuwakot,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",1137,Bagmati,Hill,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,Typhoid (Enteric Fever),948,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,Acute gastro enteritis,1201,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,Ameobic Dysentry,857,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,Baccilary Dysentry,643,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,"Presumed non infectious
diarrhoea",1930,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,Cholera,0,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,Intestinal Worms,1184,Bagmati,Mountain,Central
2013/14,2070/71,Rasuwa,Bagmati,Mountain,Central,"Jaundice and Infective
Hepatitis",33,Bagmati,Mountain,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,Typhoid (Enteric Fever),13590,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,Acute gastro enteritis,5368,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,Ameobic Dysentry,7854,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,Baccilary Dysentry,3281,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",9557,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,Cholera,16,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,Intestinal Worms,7124,Bagmati,Hill,Central
2013/14,2070/71,Dhading,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",1558,Bagmati,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,Typhoid (Enteric Fever),2962,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,Acute gastro enteritis,2051,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,Ameobic Dysentry,4527,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,Baccilary Dysentry,1871,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,"Presumed non infectious
diarrhoea",8854,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,Cholera,85,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,Intestinal Worms,3956,Narayani,Hill,Central
2013/14,2070/71,Makwanpur,Narayani,Hill,Central,"Jaundice and Infective
Hepatitis",283,Narayani,Hill,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,Typhoid (Enteric Fever),10802,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,Acute gastro enteritis,6335,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,Ameobic Dysentry,17642,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,Baccilary Dysentry,8195,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",23912,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,Cholera,330,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,Intestinal Worms,30478,Narayani,Terai,Central
2013/14,2070/71,Rautahat,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",502,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,Typhoid (Enteric Fever),10010,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,Acute gastro enteritis,7851,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,Ameobic Dysentry,19960,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,Baccilary Dysentry,7536,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",20680,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,Cholera,489,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,Intestinal Worms,27660,Narayani,Terai,Central
2013/14,2070/71,Bara,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",902,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,Typhoid (Enteric Fever),0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,Acute gastro enteritis,0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,Ameobic Dysentry,0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,Baccilary Dysentry,0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,Cholera,0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,Intestinal Worms,0,Narayani,Terai,Central
2013/14,2070/71,Parsa,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",0,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,Typhoid (Enteric Fever),6619,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,Acute gastro enteritis,24579,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,Ameobic Dysentry,10741,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,Baccilary Dysentry,3663,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",12932,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,Cholera,107,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,Intestinal Worms,12582,Narayani,Terai,Central
2013/14,2070/71,Chitawan,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",2511,Narayani,Terai,Central
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,Typhoid (Enteric Fever),6277,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,Acute gastro enteritis,5831,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,Ameobic Dysentry,6663,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,Baccilary Dysentry,2355,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",5816,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,Cholera,0,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,Intestinal Worms,6123,Gandaki,Hill,Western
2013/14,2070/71,Gorkha,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",838,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,Typhoid (Enteric Fever),4153,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,Acute gastro enteritis,2296,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,Ameobic Dysentry,3450,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,Baccilary Dysentry,1426,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",7085,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,Cholera,14,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,Intestinal Worms,5293,Gandaki,Hill,Western
2013/14,2070/71,Lamjung,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",545,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,Typhoid (Enteric Fever),4157,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,Acute gastro enteritis,2091,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,Ameobic Dysentry,2994,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,Baccilary Dysentry,1166,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",4878,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,Cholera,57,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,Intestinal Worms,5142,Gandaki,Hill,Western
2013/14,2070/71,Tanahu,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",827,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,Typhoid (Enteric Fever),8364,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,Acute gastro enteritis,3126,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,Ameobic Dysentry,5223,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,Baccilary Dysentry,1159,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",6231,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,Cholera,0,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,Intestinal Worms,5096,Gandaki,Hill,Western
2013/14,2070/71,Syangja,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",461,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,Typhoid (Enteric Fever),10786,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,Acute gastro enteritis,15027,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,Ameobic Dysentry,9227,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,Baccilary Dysentry,2832,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",8063,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,Cholera,0,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,Intestinal Worms,7033,Gandaki,Hill,Western
2013/14,2070/71,Kaski,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",3440,Gandaki,Hill,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,Typhoid (Enteric Fever),81,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,Acute gastro enteritis,292,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,Ameobic Dysentry,521,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,Baccilary Dysentry,122,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,"Presumed non infectious
diarrhoea",330,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,Cholera,6,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,Intestinal Worms,578,Gandaki,Mountain,Western
2013/14,2070/71,Manang,Gandaki,Mountain,Western,"Jaundice and Infective
Hepatitis",4,Gandaki,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,Typhoid (Enteric Fever),73,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,Acute gastro enteritis,652,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,Ameobic Dysentry,410,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,Baccilary Dysentry,70,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,"Presumed non infectious
diarrhoea",435,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,Cholera,3,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,Intestinal Worms,459,Dhawalagiri,Mountain,Western
2013/14,2070/71,Mustang,Dhawalagiri,Mountain,Western,"Jaundice and Infective
Hepatitis",12,Dhawalagiri,Mountain,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,Typhoid (Enteric Fever),1200,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,Acute gastro enteritis,815,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,Ameobic Dysentry,2574,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,Baccilary Dysentry,1157,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,"Presumed non infectious
diarrhoea",3935,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,Cholera,0,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,Intestinal Worms,2458,Dhawalagiri,Hill,Western
2013/14,2070/71,Myagdi,Dhawalagiri,Hill,Western,"Jaundice and Infective
Hepatitis",325,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,Typhoid (Enteric Fever),4218,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,Acute gastro enteritis,1538,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,Ameobic Dysentry,3331,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,Baccilary Dysentry,634,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,"Presumed non infectious
diarrhoea",3948,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,Cholera,0,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,Intestinal Worms,2705,Dhawalagiri,Hill,Western
2013/14,2070/71,Parbat,Dhawalagiri,Hill,Western,"Jaundice and Infective
Hepatitis",186,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,Typhoid (Enteric Fever),11147,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,Acute gastro enteritis,4229,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,Ameobic Dysentry,6152,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,Baccilary Dysentry,2875,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,"Presumed non infectious
diarrhoea",6754,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,Cholera,0,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,Intestinal Worms,6113,Dhawalagiri,Hill,Western
2013/14,2070/71,Baglung,Dhawalagiri,Hill,Western,"Jaundice and Infective
Hepatitis",829,Dhawalagiri,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,Typhoid (Enteric Fever),5167,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,Acute gastro enteritis,2055,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,Ameobic Dysentry,4972,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,Baccilary Dysentry,1514,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,"Presumed non infectious
diarrhoea",2801,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,Cholera,0,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,Intestinal Worms,7878,Lumbini,Hill,Western
2013/14,2070/71,Gulmi,Lumbini,Hill,Western,"Jaundice and Infective
Hepatitis",688,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,Typhoid (Enteric Fever),8437,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,Acute gastro enteritis,2720,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,Ameobic Dysentry,4994,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,Baccilary Dysentry,1616,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,"Presumed non infectious
diarrhoea",8176,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,Cholera,15,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,Intestinal Worms,5326,Lumbini,Hill,Western
2013/14,2070/71,Palpa,Lumbini,Hill,Western,"Jaundice and Infective
Hepatitis",320,Lumbini,Hill,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,Typhoid (Enteric Fever),8318,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,Acute gastro enteritis,6457,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,Ameobic Dysentry,7590,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,Baccilary Dysentry,3456,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,"Presumed non infectious
diarrhoea",23380,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,Cholera,0,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,Intestinal Worms,9644,Lumbini,Terai,Western
2013/14,2070/71,Nawalparasi,Lumbini,Terai,Western,"Jaundice and Infective
Hepatitis",467,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,Typhoid (Enteric Fever),0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,Acute gastro enteritis,0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,Ameobic Dysentry,0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,Baccilary Dysentry,0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,"Presumed non infectious
diarrhoea",0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,Cholera,0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,Intestinal Worms,0,Lumbini,Terai,Western
2013/14,2070/71,Rupandehi,Lumbini,Terai,Western,"Jaundice and Infective
Hepatitis",0,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,Typhoid (Enteric Fever),10988,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,Acute gastro enteritis,10209,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,Ameobic Dysentry,26316,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,Baccilary Dysentry,12336,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,"Presumed non infectious
diarrhoea",16071,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,Cholera,87,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,Intestinal Worms,16324,Lumbini,Terai,Western
2013/14,2070/71,Kapilbastu,Lumbini,Terai,Western,"Jaundice and Infective
Hepatitis",524,Lumbini,Terai,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,Typhoid (Enteric Fever),5994,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,Acute gastro enteritis,2038,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,Ameobic Dysentry,5002,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,Baccilary Dysentry,1822,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,"Presumed non infectious
diarrhoea",4352,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,Cholera,23,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,Intestinal Worms,4545,Lumbini,Hill,Western
2013/14,2070/71,Arghakhanchi,Lumbini,Hill,Western,"Jaundice and Infective
Hepatitis",470,Lumbini,Hill,Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,Typhoid (Enteric Fever),8015,Rapti,Hill,Mid-Western
2013/14,2070/71,Pyuthan,Rapti,Hill,Mid-Western,Acute gastro enteritis,3513,Rapti,Hill,Mid-Western
