Year AD,Year BS,District,zone,belt,region,Communicable and infectious disease,Number of people,Zone,Belt,Region
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,ARI /Lower respiratory tract infection,13607,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Upper respiratory Tract infection,13051,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Pneumonia,3815,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Server Pneumonia,111,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Bronchitis,2093,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Asthma,3292,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Urinary Tract infection,2349,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Viral Influenza,1785,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Reproductive Tract Infection male,19,Sagarmatha,Hill,Eastern
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,Reproductive tract infection female,130,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,ARI /Lower respiratory tract infection,13214,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Upper respiratory Tract infection,13927,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Pneumonia,7176,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Server Pneumonia,374,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Bronchitis,3599,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Asthma,3491,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Urinary Tract infection,3665,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Viral Influenza,2242,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Reproductive Tract Infection male,66,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Reproductive tract infection female,210,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,ARI /Lower respiratory tract infection,10596,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Upper respiratory Tract infection,9653,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Pneumonia,5465,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Server Pneumonia,452,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Bronchitis,3236,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Asthma,2849,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Urinary Tract infection,3797,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Viral Influenza,7018,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Reproductive Tract Infection male,152,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Reproductive tract infection female,414,Sagarmatha,Hill,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,ARI /Lower respiratory tract infection,34370,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Upper respiratory Tract infection,23036,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Pneumonia,7810,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Server Pneumonia,259,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Bronchitis,10677,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Asthma,9389,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Urinary Tract infection,6573,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Viral Influenza,8295,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Reproductive Tract Infection male,103,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Reproductive tract infection female,237,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,ARI /Lower respiratory tract infection,33787,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Upper respiratory Tract infection,34562,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Pneumonia,10434,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Server Pneumonia,613,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Bronchitis,11251,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Asthma,8862,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Urinary Tract infection,7571,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Viral Influenza,5255,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Reproductive Tract Infection male,360,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Reproductive tract infection female,429,Sagarmatha,Terai,Eastern
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,ARI /Lower respiratory tract infection,30282,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Upper respiratory Tract infection,22064,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Pneumonia,7430,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Server Pneumonia,751,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Bronchitis,8302,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Asthma,8632,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Urinary Tract infection,4617,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Viral Influenza,6401,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Reproductive Tract Infection male,175,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Reproductive tract infection female,277,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,ARI /Lower respiratory tract infection,33247,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Upper respiratory Tract infection,25716,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Pneumonia,8903,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Server Pneumonia,854,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Bronchitis,12090,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Asthma,12216,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Urinary Tract infection,7353,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Viral Influenza,6299,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Reproductive Tract Infection male,81,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Reproductive tract infection female,424,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,ARI /Lower respiratory tract infection,29398,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Upper respiratory Tract infection,28441,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Pneumonia,8790,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Server Pneumonia,834,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Bronchitis,15490,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Asthma,16640,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Urinary Tract infection,5725,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Viral Influenza,3559,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Reproductive Tract Infection male,40,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Reproductive tract infection female,139,Janakpur,Terai,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,ARI /Lower respiratory tract infection,6313,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Upper respiratory Tract infection,7039,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Pneumonia,3851,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Server Pneumonia,220,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Bronchitis,1918,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Asthma,2917,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Urinary Tract infection,2478,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Viral Influenza,1753,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Reproductive Tract Infection male,48,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Reproductive tract infection female,230,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,ARI /Lower respiratory tract infection,15306,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Upper respiratory Tract infection,11257,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Pneumonia,4292,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Server Pneumonia,199,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Bronchitis,2579,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Asthma,2876,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Urinary Tract infection,3275,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Viral Influenza,2785,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Reproductive Tract Infection male,52,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Reproductive tract infection female,40,Janakpur,Hill,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,ARI /Lower respiratory tract infection,16539,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Upper respiratory Tract infection,12717,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Pneumonia,2887,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Server Pneumonia,187,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Bronchitis,2250,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Asthma,3659,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Urinary Tract infection,3824,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Viral Influenza,5842,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Reproductive Tract Infection male,65,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Reproductive tract infection female,103,Janakpur,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,ARI /Lower respiratory tract infection,18084,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Upper respiratory Tract infection,13741,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Pneumonia,5152,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Server Pneumonia,232,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Bronchitis,3461,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Asthma,5228,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Urinary Tract infection,3735,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Viral Influenza,4643,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Reproductive Tract Infection male,269,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Reproductive tract infection female,668,Bagmati,Mountain,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,29277,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Upper respiratory Tract infection,32510,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Pneumonia,7021,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Server Pneumonia,145,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Bronchitis,4347,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Asthma,8849,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Urinary Tract infection,6383,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Viral Influenza,7554,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Reproductive Tract Infection male,67,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Reproductive tract infection female,154,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Upper respiratory Tract infection,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Pneumonia,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Server Pneumonia,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Bronchitis,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Asthma,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Urinary Tract infection,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Viral Influenza,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Reproductive Tract Infection male,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Reproductive tract infection female,0,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,10724,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Upper respiratory Tract infection,12361,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Pneumonia,2557,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Server Pneumonia,88,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Bronchitis,1715,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Asthma,3060,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Urinary Tract infection,3457,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Viral Influenza,2808,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Reproductive Tract Infection male,126,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Reproductive tract infection female,175,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,23821,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Upper respiratory Tract infection,31343,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Pneumonia,9070,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Server Pneumonia,1124,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Bronchitis,9424,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Asthma,18611,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Urinary Tract infection,17716,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Viral Influenza,11949,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Reproductive Tract Infection male,545,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Reproductive tract infection female,1231,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,10304,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Upper respiratory Tract infection,9053,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Pneumonia,3670,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Server Pneumonia,360,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Bronchitis,2671,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Asthma,6227,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Urinary Tract infection,3084,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Viral Influenza,3571,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Reproductive Tract Infection male,189,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Reproductive tract infection female,347,Bagmati,Hill,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,ARI /Lower respiratory tract infection,2712,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Upper respiratory Tract infection,5397,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Pneumonia,327,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Server Pneumonia,7,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Bronchitis,487,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Asthma,676,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Urinary Tract infection,529,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Viral Influenza,1130,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Reproductive Tract Infection male,5,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Reproductive tract infection female,8,Bagmati,Mountain,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,19845,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Upper respiratory Tract infection,17743,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Pneumonia,8700,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Server Pneumonia,495,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Bronchitis,4456,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Asthma,6939,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Urinary Tract infection,5864,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Viral Influenza,13566,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Reproductive Tract Infection male,133,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Reproductive tract infection female,235,Bagmati,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,ARI /Lower respiratory tract infection,9128,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Upper respiratory Tract infection,12325,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Pneumonia,4887,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Server Pneumonia,239,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Bronchitis,3700,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Asthma,4202,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Urinary Tract infection,2646,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Viral Influenza,7139,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Reproductive Tract Infection male,11,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Reproductive tract infection female,56,Narayani,Hill,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,ARI /Lower respiratory tract infection,22484,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Upper respiratory Tract infection,24096,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Pneumonia,11418,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Server Pneumonia,876,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Bronchitis,15542,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Asthma,17002,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Urinary Tract infection,5041,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Viral Influenza,7733,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Reproductive Tract Infection male,233,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Reproductive tract infection female,389,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,ARI /Lower respiratory tract infection,19709,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Upper respiratory Tract infection,20355,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Pneumonia,5657,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Server Pneumonia,648,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Bronchitis,8677,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Asthma,10553,Narayani,Terai,Central
